"","complaint.category","Total Population","Census Measure","decile"
"15153","household",3401,"educ_decile",8
"15154","other",3013,"educ_decile",9
"15155","other",5148,"educ_decile",2
"15156","other",7053,"educ_decile",7
"15157","other",4700,"educ_decile",1
"15158","other",4318,"educ_decile",6
"15159","other",3240,"educ_decile",2
"15160","other",3974,"educ_decile",3
"15161","other",2814,"educ_decile",1
"15162","other",1751,"educ_decile",7
"15163","collection",1720,"educ_decile",4
"15164","other",15377,"educ_decile",10
"15165","collection",3158,"educ_decile",9
"15166","collection",3258,"educ_decile",8
"15167","other",3670,"educ_decile",7
"15168","other",4541,"educ_decile",10
"15169","other",2784,"educ_decile",6
"15170","household",5663,"educ_decile",1
"15171","collection",8305,"educ_decile",6
"15172","other",3692,"educ_decile",3
"15173","other",4885,"educ_decile",8
"15174","household",7018,"educ_decile",6
"15175","household",4313,"educ_decile",1
"15176","household",3905,"educ_decile",7
"15177","other",3882,"educ_decile",6
"15178","other",5068,"educ_decile",8
"15179","household",7749,"educ_decile",6
"15180","collection",4198,"educ_decile",9
"15181","other",7129,"educ_decile",4
"15182","household",3300,"educ_decile",8
"15183","household",4313,"educ_decile",1
"15184","household",3169,"educ_decile",1
"15185","other",5293,"educ_decile",4
"15186","other",6622,"educ_decile",6
"15187","household",6369,"educ_decile",3
"15188","household",2034,"educ_decile",2
"15189","other",3163,"educ_decile",6
"15190","household",5663,"educ_decile",1
"15191","household",6602,"educ_decile",8
"15192","household",3028,"educ_decile",7
"15193","household",2564,"educ_decile",8
"15194","household",9577,"educ_decile",3
"15195","other",2142,"educ_decile",3
"15196","other",3347,"educ_decile",10
"15197","household",15698,"educ_decile",3
"15198","other",2966,"educ_decile",8
"15199","collection",3442,"educ_decile",5
"15200","parking",3918,"educ_decile",3
"15201","parking",4743,"educ_decile",5
"15202","other",7398,"educ_decile",6
"15203","collection",4135,"educ_decile",7
"15204","other",5318,"educ_decile",6
"15205","collection",1569,"educ_decile",5
"15206","collection",4277,"educ_decile",2
"15207","collection",1173,"educ_decile",5
"15208","parking",5980,"educ_decile",5
"15209","household",15698,"educ_decile",3
"15210","other",7958,"educ_decile",2
"15211","household",6146,"educ_decile",4
"15212","other",4528,"educ_decile",10
"15213","collection",2810,"educ_decile",1
"15214","parking",1189,"educ_decile",8
"15215","other",2037,"educ_decile",8
"15216","other",15698,"educ_decile",3
"15217","noise",3492,"educ_decile",4
"15218","other",2932,"educ_decile",9
"15219","household",3867,"educ_decile",2
"15220","parking",7291,"educ_decile",3
"15221","other",2687,"educ_decile",6
"15222","other",5899,"educ_decile",2
"15223","other",3733,"educ_decile",5
"15224","other",2905,"educ_decile",3
"15225","other",2574,"educ_decile",8
"15226","other",12421,"educ_decile",5
"15227","household",3867,"educ_decile",2
"15228","other",3466,"educ_decile",10
"15229","household",1548,"educ_decile",3
"15230","noise",2818,"educ_decile",8
"15231","collection",2810,"educ_decile",1
"15232","household",5211,"educ_decile",5
"15233","other",5318,"educ_decile",6
"15234","other",8802,"educ_decile",1
"15235","household",5211,"educ_decile",5
"15236","household",15698,"educ_decile",3
"15237","other",2573,"educ_decile",3
"15238","parking",3059,"educ_decile",7
"15239","household",3905,"educ_decile",7
"15240","household",3401,"educ_decile",8
"15241","other",1842,"educ_decile",4
"15242","other",2007,"educ_decile",9
"15243","other",3346,"educ_decile",5
"15244","other",5589,"educ_decile",1
"15245","other",4824,"educ_decile",4
"15246","other",3797,"educ_decile",4
"15247","other",4508,"educ_decile",1
"15248","other",6158,"educ_decile",1
"15249","collection",1885,"educ_decile",5
"15250","collection",4193,"educ_decile",2
"15251","household",6602,"educ_decile",8
"15252","collection",4062,"educ_decile",9
"15253","household",9577,"educ_decile",3
"15254","household",5663,"educ_decile",1
"15255","collection",1938,"educ_decile",8
"15256","collection",3573,"educ_decile",5
"15257","collection",3562,"educ_decile",10
"15258","noise",2081,"educ_decile",6
"15259","other",3670,"educ_decile",7
"15260","parking",2120,"educ_decile",4
"15261","other",8721,"educ_decile",6
"15262","household",7906,"educ_decile",5
"15263","other",1346,"educ_decile",2
"15264","household",3347,"educ_decile",10
"15265","household",7749,"educ_decile",6
"15266","other",8320,"educ_decile",7
"15267","other",8997,"educ_decile",10
"15268","other",2522,"educ_decile",4
"15269","other",8069,"educ_decile",4
"15270","household",3373,"educ_decile",7
"15271","other",2225,"educ_decile",8
"15272","household",2818,"educ_decile",8
"15273","other",5471,"educ_decile",5
"15274","other",6602,"educ_decile",8
"15275","household",2645,"educ_decile",8
"15276","other",4332,"educ_decile",7
"15277","other",7030,"educ_decile",8
"15278","other",7891,"educ_decile",3
"15279","household",1751,"educ_decile",7
"15280","other",15698,"educ_decile",3
"15281","other",2120,"educ_decile",4
"15282","household",3233,"educ_decile",4
"15283","household",2879,"educ_decile",8
"15284","other",2656,"educ_decile",6
"15285","other",4113,"educ_decile",10
"15286","other",2034,"educ_decile",2
"15287","household",6108,"educ_decile",7
"15288","household",3557,"educ_decile",10
"15289","noise",4288,"educ_decile",1
"15290","other",3592,"educ_decile",3
"15291","other",3172,"educ_decile",8
"15292","other",4269,"educ_decile",2
"15293","other",1542,"educ_decile",3
"15294","other",5312,"educ_decile",2
"15295","household",2698,"educ_decile",2
"15296","parking",2939,"educ_decile",5
"15297","household",5312,"educ_decile",2
"15298","other",2879,"educ_decile",8
"15299","parking",3184,"educ_decile",10
"15300","other",12871,"educ_decile",9
"15301","other",2946,"educ_decile",5
"15302","other",4102,"educ_decile",5
"15303","other",4027,"educ_decile",4
"15304","parking",5355,"educ_decile",7
"15305","other",4824,"educ_decile",4
"15306","household",2645,"educ_decile",8
"15307","other",4426,"educ_decile",2
"15308","parking",1765,"educ_decile",6
"15309","other",4199,"educ_decile",3
"15310","other",5211,"educ_decile",5
"15311","parking",3759,"educ_decile",10
"15312","collection",3884,"educ_decile",6
"15313","parking",1346,"educ_decile",2
"15314","other",3295,"educ_decile",2
"15315","other",1124,"educ_decile",8
"15316","other",4589,"educ_decile",8
"15317","other",2804,"educ_decile",3
"15318","parking",8797,"educ_decile",2
"15319","parking",2639,"educ_decile",5
"15320","other",1894,"educ_decile",7
"15321","household",3711,"educ_decile",7
"15322","household",3300,"educ_decile",8
"15323","other",2661,"educ_decile",3
"15324","other",3552,"educ_decile",9
"15325","other",5524,"educ_decile",6
"15326","parking",2991,"educ_decile",3
"15327","household",3733,"educ_decile",4
"15328","collection",1748,"educ_decile",2
"15329","household",4199,"educ_decile",3
"15330","household",4313,"educ_decile",1
"15331","other",4275,"educ_decile",5
"15332","other",12129,"educ_decile",4
"15333","other",6939,"educ_decile",6
"15334","other",5238,"educ_decile",4
"15335","other",4541,"educ_decile",10
"15336","parking",2991,"educ_decile",3
"15337","collection",2366,"educ_decile",3
"15338","other",5228,"educ_decile",1
"15339","household",4277,"educ_decile",2
"15340","household",4277,"educ_decile",2
"15341","household",5211,"educ_decile",5
"15342","other",1913,"educ_decile",4
"15343","household",2698,"educ_decile",2
"15344","other",3409,"educ_decile",3
"15345","household",4199,"educ_decile",3
"15346","other",5068,"educ_decile",8
"15347","other",3692,"educ_decile",3
"15348","household",7749,"educ_decile",6
"15349","other",3478,"educ_decile",10
"15350","other",5312,"educ_decile",2
"15351","other",4392,"educ_decile",10
"15352","other",4562,"educ_decile",3
"15353","other",5241,"educ_decile",5
"15354","other",4102,"educ_decile",5
"15355","other",10087,"educ_decile",10
"15356","other",7749,"educ_decile",6
"15357","other",1742,"educ_decile",3
"15358","collection",3213,"educ_decile",7
"15359","other",8403,"educ_decile",9
"15360","household",3636,"educ_decile",3
"15361","other",3417,"educ_decile",7
"15362","other",2746,"educ_decile",5
"15363","collection",6506,"educ_decile",4
"15364","other",2034,"educ_decile",2
"15365","other",4884,"educ_decile",3
"15366","other",2225,"educ_decile",7
"15367","collection",5073,"educ_decile",10
"15368","other",2879,"educ_decile",8
"15369","other",6204,"educ_decile",6
"15370","other",3897,"educ_decile",9
"15371","other",2666,"educ_decile",9
"15372","other",2524,"educ_decile",8
"15373","other",2546,"educ_decile",8
"15374","other",1073,"educ_decile",7
"15375","other",4718,"educ_decile",9
"15376","collection",3449,"educ_decile",7
"15377","collection",2406,"educ_decile",7
"15378","parking",5073,"educ_decile",8
"15379","collection",4201,"educ_decile",8
"15380","parking",4081,"educ_decile",3
"15381","other",5369,"educ_decile",8
"15382","other",4165,"educ_decile",2
"15383","household",3114,"educ_decile",3
"15384","other",5063,"educ_decile",5
"15385","parking",1349,"educ_decile",3
"15386","other",3573,"educ_decile",5
"15387","other",5913,"educ_decile",1
"15388","other",7637,"educ_decile",8
"15389","other",5182,"educ_decile",7
"15390","parking",6220,"educ_decile",5
"15391","parking",3724,"educ_decile",8
"15392","other",3063,"educ_decile",1
"15393","other",1542,"educ_decile",3
"15394","other",6665,"educ_decile",2
"15395","other",5057,"educ_decile",4
"15396","household",1595,"educ_decile",9
"15397","other",7637,"educ_decile",8
"15398","other",3659,"educ_decile",7
"15399","parking",5817,"educ_decile",2
"15400","parking",9850,"educ_decile",3
"15401","other",2439,"educ_decile",10
"15402","other",5628,"educ_decile",3
"15403","other",7620,"educ_decile",6
"15404","other",6540,"educ_decile",2
"15405","other",2886,"educ_decile",1
"15406","other",3337,"educ_decile",5
"15407","collection",3255,"educ_decile",4
"15408","household",3870,"educ_decile",5
"15409","other",5563,"educ_decile",2
"15410","parking",1762,"educ_decile",8
"15411","parking",1688,"educ_decile",7
"15412","other",NA,"educ_decile",7
"15413","noise",4360,"educ_decile",5
"15414","other",2891,"educ_decile",7
"15415","other",2409,"educ_decile",9
"15416","other",4081,"educ_decile",3
"15417","household",3870,"educ_decile",5
"15418","other",1764,"educ_decile",4
"15419","other",3378,"educ_decile",8
"15420","collection",3178,"educ_decile",5
"15421","other",2291,"educ_decile",2
"15422","other",8051,"educ_decile",1
"15423","other",5628,"educ_decile",3
"15424","other",5461,"educ_decile",1
"15425","other",4718,"educ_decile",9
"15426","other",2721,"educ_decile",3
"15427","collection",4740,"educ_decile",9
"15428","collection",3705,"educ_decile",9
"15429","other",7891,"educ_decile",3
"15430","other",2721,"educ_decile",3
"15431","household",6669,"educ_decile",2
"15432","collection",3174,"educ_decile",10
"15433","other",4878,"educ_decile",5
"15434","parking",3185,"educ_decile",2
"15435","other",1821,"educ_decile",3
"15436","other",7092,"educ_decile",1
"15437","household",3128,"educ_decile",4
"15438","other",1741,"educ_decile",5
"15439","parking",2581,"educ_decile",2
"15440","other",3180,"educ_decile",2
"15441","other",3601,"educ_decile",3
"15442","other",2939,"educ_decile",9
"15443","other",2013,"educ_decile",8
"15444","other",3601,"educ_decile",3
"15445","other",6665,"educ_decile",2
"15446","parking",220,"educ_decile",10
"15447","other",4764,"educ_decile",4
"15448","other",5908,"educ_decile",2
"15449","other",3018,"educ_decile",2
"15450","other",1849,"educ_decile",1
"15451","household",3659,"educ_decile",7
"15452","collection",3416,"educ_decile",6
"15453","other",4725,"educ_decile",7
"15454","other",3573,"educ_decile",5
"15455","other",6469,"educ_decile",1
"15456","collection",3364,"educ_decile",3
"15457","other",3283,"educ_decile",2
"15458","household",3870,"educ_decile",5
"15459","collection",3565,"educ_decile",3
"15460","collection",6049,"educ_decile",2
"15461","collection",7279,"educ_decile",10
"15462","other",3139,"educ_decile",8
"15463","other",7032,"educ_decile",4
"15464","other",2077,"educ_decile",6
"15465","other",3982,"educ_decile",7
"15466","collection",2747,"educ_decile",5
"15467","other",4062,"educ_decile",9
"15468","other",4165,"educ_decile",2
"15469","collection",3835,"educ_decile",9
"15470","other",3270,"educ_decile",10
"15471","other",4859,"educ_decile",1
"15472","collection",7067,"educ_decile",7
"15473","noise",5043,"educ_decile",5
"15474","household",2886,"educ_decile",1
"15475","household",2530,"educ_decile",2
"15476","household",5928,"educ_decile",2
"15477","other",6218,"educ_decile",7
"15478","household",5085,"educ_decile",10
"15479","household",11107,"educ_decile",5
"15480","collection",6270,"educ_decile",1
"15481","other",3420,"educ_decile",4
"15482","other",5811,"educ_decile",8
"15483","collection",5081,"educ_decile",7
"15484","other",3982,"educ_decile",7
"15485","other",8030,"educ_decile",6
"15486","collection",3364,"educ_decile",3
"15487","household",3573,"educ_decile",5
"15488","other",3659,"educ_decile",7
"15489","other",2284,"educ_decile",4
"15490","household",6669,"educ_decile",2
"15491","household",5461,"educ_decile",1
"15492","other",3039,"educ_decile",6
"15493","other",2397,"educ_decile",5
"15494","parking",5076,"educ_decile",1
"15495","other",7032,"educ_decile",4
"15496","other",5543,"educ_decile",3
"15497","other",3241,"educ_decile",2
"15498","household",5081,"educ_decile",8
"15499","other",7061,"educ_decile",10
"15500","other",5822,"educ_decile",7
"15501","other",3185,"educ_decile",2
"15502","other",1985,"educ_decile",3
"15503","parking",3403,"educ_decile",3
"15504","other",5243,"educ_decile",5
"15505","household",1595,"educ_decile",9
"15506","parking",5622,"educ_decile",5
"15507","parking",88,"educ_decile",10
"15508","other",2647,"educ_decile",3
"15509","other",2329,"educ_decile",10
"15510","other",4327,"educ_decile",7
"15511","parking",4267,"educ_decile",6
"15512","household",5081,"educ_decile",8
"15513","parking",5260,"educ_decile",3
"15514","other",3220,"educ_decile",8
"15515","other",4663,"educ_decile",3
"15516","parking",7279,"educ_decile",10
"15517","noise",3270,"educ_decile",10
"15518","parking",2471,"educ_decile",2
"15519","other",1261,"educ_decile",5
"15520","household",3114,"educ_decile",3
